 # of RX ,description,AMITRIPTYLINE,BUPROPION,CITALOPRAM,DESVENLAFAXINE,DOXEPIN,DULOXETINE,ESCITALOPRAM,FLUOXETINE,MIRTAZAPINE,NORTRIPTYLINE,OTHER,PAROXETINE,ROPINIROLE,SERTRALINE,TRAZODONE,VENLAFAXINE
  2 ,"Age: 13-19 | Gender: Female | CITALOPRAM HYDROBROMIDE | MAJOR DEPRESSIVE DISORDER, RECURRENT EPISODE, UNSPECIFIED (dxo:ICD9:29630)",,,0.575,,,,,,,,0.472,,,,,
  3 ,"Age: 13-19 | Gender: Female | CITALOPRAM HYDROBROMIDE | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",,,0.2926829268,,,,,,,,0.1036585366,,,0.1203703704,,
  1 ,"Age: 13-19 | Gender: Female | CITALOPRAM HYDROBROMIDE | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | TRAZODONE HCL",,,0.2242990654,,,,,,,,,,,,,
  1 ,Age: 13-19 | Gender: Female | CITALOPRAM HYDROBROMIDE | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801),,,,,,,,,,,0.06703910615,,,,,
  4 ,"Age: 13-19 | Gender: Female | CITALOPRAM HYDROBROMIDE | PSYCHOTHERAPY, 45 MINUTES WITH PATIENT (px:CPT4:90834)",,,0.4344827586,,,,,0.1557377049,,,0.09142857143,,,0.1455696203,,
  1 ,Age: 13-19 | Gender: Female | CITALOPRAM HYDROBROMIDE | ROUTINE INFANT OR CHILD HEALTH CHECK (dxo:ICD9:V202),,,0.5815602837,,,,,,,,,,,,,
  6 ,Age: 13-19 | Gender: Female | CITALOPRAM HYDROBROMIDE | SERTRALINE HCL,,0.03921568627,0.312039312,,,,0.2115384615,0.2173913043,,,0.1397379913,,,0.3164179104,,
  3 ,Age: 13-19 | Gender: Female | CITALOPRAM HYDROBROMIDE | TRAZODONE HCL,,,0.2385057471,,,,,,,,0.1883333333,,,,0.016,
  3 ,Age: 13-19 | Gender: Female | CONTACT WITH OR EXPOSURE TO VENEREAL DISEASES (dxo:ICD9:V016),,,0.2890625,,,,,0.3023255814,,,,,,0.2962962963,,
  2 ,"Age: 13-19 | Gender: Female | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxi:ICD9:311)",,,,,,,,0.214953271,,,,,,0.2246376812,,
  10 ,"Age: 13-19 | Gender: Female | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311)",0.02312138728,0.02717391304,0.3349056604,,,,0.1330589849,0.31678487,,,0.1604278075,0.304,,0.4180138568,0.04568527919,0.4194630872
  1 ,"Age: 13-19 | Gender: Female | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311) | FLUOXETINE HCL",,,,,,,,0.513986014,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311) | FLUOXETINE HCL | Last AD: Same & No Remiss",,,,,,,,0.3315789474,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311) | FLUOXETINE HCL | Last AD: Same & Remiss",,,,,,,,0.504587156,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311) | HEADACHE (dxo:ICD9:7840)",0.005128205128,,,,,,,,,,,,,,,
  2 ,"Age: 13-19 | Gender: Female | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311) | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,,,,,0.06086956522,0.1604938272,,,,,,,,
  2 ,"Age: 13-19 | Gender: Female | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,0.07284768212,,,,,,0.09803921569,,,,,,,,
  2 ,"Age: 13-19 | Gender: Female | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311) | ROUTINE INFANT OR CHILD HEALTH CHECK (dxo:ICD9:V202)",,,,,,,,0.3190954774,,,,,,0.4013157895,,
  1 ,"Age: 13-19 | Gender: Female | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311) | SERTRALINE HCL",,,,,,,,,,,,,,0.5271317829,,
  1 ,Age: 13-19 | Gender: Female | DESOGESTREL-ETHINYL ESTRADIOL,,,,,,,,,,,,,,0.4444444444,,
  2 ,Age: 13-19 | Gender: Female | DESVENLAFAXINE SUCCINATE,,,,0.2973760933,,,,,,,0.1700680272,,,,,
  3 ,Age: 13-19 | Gender: Female | DEXTROAMPHETAMINE/AMPHETAMINE,,,,,,,0.09036144578,0.2869565217,,,,,,0.4303482587,,
  1 ,Age: 13-19 | Gender: Female | DEXTROAMPHETAMINE/AMPHETAMINE | ROUTINE INFANT OR CHILD HEALTH CHECK (dxo:ICD9:V202),,,,,,,,,,,,,,0.4722222222,,
  1 ,Age: 13-19 | Gender: Female | DEXTROAMPHETAMINE/AMPHETAMINE | SERTRALINE HCL,,,,,,,,,,,,,,0.5169491525,,
  1 ,Age: 13-19 | Gender: Female | DIZZINESS AND GIDDINESS (dxo:ICD9:7804),,,,,,,,0.2816901408,,,,,,,,
  2 ,Age: 13-19 | Gender: Female | DOXEPIN HCL,,,,,0.1555555556,,,,,,0.1883116883,,,,,
  3 ,Age: 13-19 | Gender: Female | DULOXETINE HCL,,,,,,0.2396053559,0.1639344262,,,,0.1465076661,,,,,
  1 ,Age: 13-19 | Gender: Female | DULOXETINE HCL | ESCITALOPRAM OXALATE,,,,,,,,,,,0.1428571429,,,,,
  1 ,Age: 13-19 | Gender: Female | DULOXETINE HCL | FLUOXETINE HCL,,,,,,,,,,,0.149122807,,,,,
  1 ,Age: 13-19 | Gender: Female | DULOXETINE HCL | LAMOTRIGINE,,,,,,0.06481481481,,,,,,,,,,
  1 ,Age: 13-19 | Gender: Female | DULOXETINE HCL | Last AD: Same & No Remiss,,,,,,0.1237458194,,,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | DULOXETINE HCL | MAJOR DEPRESSIVE DISORDER, RECURRENT EPISODE, UNSPECIFIED (dxo:ICD9:29630)",,,,,,0.3865546218,,,,,,,,,,
  2 ,Age: 13-19 | Gender: Female | DULOXETINE HCL | TRAZODONE HCL,,,,,,0.2151394422,,,,,0.1448598131,,,,,
  12 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE,0.01162790698,0.03526448363,0.4004237288,,,0.3245614035,0.1820750908,0.2246056782,0.07185628743,,0.139314845,0.2397959184,,0.2517613903,0.03892215569,0.4423076923
  5 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | FLUOXETINE HCL,,0.04347826087,,,,,0.1585160202,0.2937293729,,,0.1348511384,,,0.2114695341,,
  2 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | FLUOXETINE HCL | Last AD: Same & No Remiss,,,,,,,0.1538461538,0.2566371681,,,,,,,,
  2 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | FLUOXETINE HCL | TRAZODONE HCL,,,,,,,0.1240310078,,,,0.1466666667,,,,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES  (px:CPT4:90805)",,,,,,,,,,,0.05769230769,,,,,
  4 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806)",,,0.2293577982,,,,0.1347708895,0.1384615385,,,,,,0.203125,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Diff & No Remiss | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,,,,,,,,,0.05454545455,,,,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Diff & No Remiss | TRAZODONE HCL",,,,,,,0.1214285714,,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Same & No Remiss",,,,,,,0.09401709402,,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Same & No Remiss | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,,,,,0.09865470852,,,,,,,,,
  3 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,,,,,0.1111111111,,,,0.06474820144,,,0.1944444444,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | TRAZODONE HCL",,,,,,,0.1139240506,,,,,,,,,
  1 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | LAMOTRIGINE,,,,,,,,,,,0.06626506024,,,,,
  1 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | LAMOTRIGINE | TRAZODONE HCL,,,,,,,,,,,0.05940594059,,,,,
  7 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | Last AD: Diff & No Remiss,,0.03001876173,0.4761904762,,,,,0.3344947735,,,0.1133603239,,,0.3737113402,0.04975124378,0.4695121951
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | Last AD: Diff & No Remiss | Num Previous Antidep: 2,3 | TRAZODONE HCL",,,,,,,0.2857142857,,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | Last AD: Diff & No Remiss | PSYCHIATRIC DIAGNOSTIC EVALUATION (px:CPT4:90791) | PSYCHOTHERAPY, 45 MINUTES WITH PATIENT (px:CPT4:90834)",,,,,,,,0.2016806723,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | Last AD: Diff & No Remiss | PSYCHOTHERAPY, 45 MINUTES WITH PATIENT (px:CPT4:90834)",,,,,,,,,,,0.08296943231,,,,,
  1 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | Last AD: Diff & No Remiss | SERTRALINE HCL,,0.03333333333,,,,,,,,,,,,,,
  2 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | Last AD: Diff & No Remiss | TRAZODONE HCL,,,,,,,0.2397660819,,,,,,,,0.007462686567,
  1 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | Last AD: Diff & Remiss,,,,,,,,,,,0.4936708861,,,,,
  1 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | Last AD: Same & No Remiss,,,,,,,0.1015089163,,,,,,,,,
  1 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | Last AD: Same & No Remiss | Num Previous Episodes: 2+,,,,,,,0.1283783784,,,,,,,,,
  1 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | Last AD: Same & No Remiss | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801),,,,,,,0.06796116505,,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | Last AD: Same & No Remiss | PSYCHOTHERAPY, 45 MINUTES WITH PATIENT (px:CPT4:90834)",,,,,,,0.09302325581,,,,,,,,,
  2 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | Last AD: Same & No Remiss | SERTRALINE HCL,,,,,,,0.1446540881,,,,,,,0.2173913043,,
  1 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | Last AD: Same & Remiss,,,,,,,0.4697336562,,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | MAJOR DEPRESSIVE DISORDER, RECURRENT EPISODE, IN PARTIAL OR UNSPECIFIED REMISSION (dxo:ICD9:29635)",,,,,,,0.5034482759,,,,,,,,,
  2 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | MAJOR DEPRESSIVE DISORDER, RECURRENT EPISODE, UNSPECIFIED (dxo:ICD9:29630)",,,,,,,0.3817330211,,,,0.4105263158,,,,,
  1 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | MIRTAZAPINE,,,,,,,,,,,0.1709401709,,,,,
  1 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | OBSESSIVE-COMPULSIVE DISORDERS (dxo:ICD9:3003),,,,,,,,,,,0.1184210526,,,,,
  3 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",,,,,,,,0.1587301587,,,0.05381165919,,,0.1428571429,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,,,,,,,,,0.02290076336,,,,,
  2 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | PSYCHIATRIC DIAGNOSTIC EVALUATION (px:CPT4:90791) | PSYCHOTHERAPY, 45 MINUTES WITH PATIENT (px:CPT4:90834)",,,,,,,,0.165,,,,,,0.1772151899,,
  1 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801),,,,,,,,,,,0.08465608466,,,,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | PSYCHOTHERAPY, 30 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P (px:CPT4:90833)",,,,,,,,,,,0.08612440191,,,,,
  4 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | PSYCHOTHERAPY, 45 MINUTES WITH PATIENT (px:CPT4:90834)",,,,,,,0.1984126984,0.1877022654,,,0.1228070175,,,0.1623188406,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | PSYCHOTHERAPY, 45 MINUTES WITH PATIENT (px:CPT4:90834) | SERTRALINE HCL",,,,,,,,,,,0.1009174312,,,,,
  1 ,"Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | PSYCHOTHERAPY, 45 MINUTES WITH PATIENT (px:CPT4:90834) | TRAZODONE HCL",,,,,,,,,,,0.1111111111,,,,,
  5 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | SERTRALINE HCL,,0.02816901408,,,,,0.1390728477,0.2112211221,,,0.1330561331,,,0.3081861958,,
  3 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | SERTRALINE HCL | TRAZODONE HCL,,,,,,,0.1310344828,,,,0.0981595092,,,0.2321428571,,
  3 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | TRAZODONE HCL,,,,,,,0.170212766,,,,0.1423401689,,,,0.01435406699,
  1 ,Age: 13-19 | Gender: Female | ESCITALOPRAM OXALATE | VENLAFAXINE HCL,,,,,,,,,,,0.1607142857,,,,,
  3 ,Age: 13-19 | Gender: Female | ETHINYL ESTRADIOL/DROSPIRENONE,,,0.3428571429,,,,0.1344537815,,,,,,,0.4372469636,,
  1 ,Age: 13-19 | Gender: Female | ETHINYL ESTRADIOL/DROSPIRENONE | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,0.1338582677,,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | FAMILY PSYCHOTHERAPY (CONJOINT PSYCHOTHERAPY) (WITH PATIENT PRESENT), 50 MINUTES (px:CPT4:90847) | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806)",,,,,,,,,,,,,,0.1982758621,,
  3 ,"Age: 13-19 | Gender: Female | FAMILY PSYCHOTHERAPY (CONJOINT PSYCHOTHERAPY) (WITH PATIENT PRESENT), 50 MINUTES (px:CPT4:90847) | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,0.1369047619,,,,,0.1869158879,,,,,,0.1333333333,,
  1 ,"Age: 13-19 | Gender: Female | FAMILY PSYCHOTHERAPY (CONJOINT PSYCHOTHERAPY) (WITH PATIENT PRESENT), 50 MINUTES (px:CPT4:90847) | PSYCHIATRIC DIAGNOSTIC EVALUATION (px:CPT4:90791) | PSYCHOTHERAPY, 45 MINUTES WITH PATIENT (px:CPT4:90834)",,,,,,,,,,,,,,0.125,,
  1 ,"Age: 13-19 | Gender: Female | FAMILY PSYCHOTHERAPY (CONJOINT PSYCHOTHERAPY) (WITH PATIENT PRESENT), 50 MINUTES (px:CPT4:90847) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,,,,,,,,,,,,0.1791044776,,
  13 ,Age: 13-19 | Gender: Female | FLUOXETINE HCL,0.02730375427,0.05855599773,0.2367549669,,,0.1914414414,0.1150372988,0.3042067234,0.09872611465,0.03738317757,0.1542443064,0.2270363951,,0.2490504612,0.02272727273,0.3684210526
  3 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES  (px:CPT4:90805)",,,,,,,,0.2169491525,,,0.05511811024,,,0.15,,
  1 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES  (px:CPT4:90805) | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806)",,,,,,,,0.1804511278,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES  (px:CPT4:90805) | Last AD: Same & No Remiss",,,,,,,,0.1474654378,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 20 TO 30 MINUTES  (px:CPT4:90805) | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",,,,,,,,0.15,,,,,,,,
  5 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806)",,,0.2101910828,,,,0.07508532423,0.3181818182,,,,,,0.2022058824,,0.2016806723
  1 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Diff & No Remiss",,,,,,,0.07389162562,,,,,,,,,
  3 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Diff & No Remiss | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,,,,,0.0737704918,,,,0.09302325581,,,0.1964285714,,
  1 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Same & No Remiss",,,,,,,,0.2059620596,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Same & No Remiss | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",,,,,,,,0.1578947368,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Same & No Remiss | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,,,,,,0.1278195489,,,,,,,,
  1 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Same & No Remiss | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,,,,,,0.2085308057,,,,,,,,
  2 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",,,,,,,,0.171314741,,,,,,0.09836065574,,
  3 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,,,,,,0.1769230769,,,0.06504065041,,,0.07843137255,,
  4 ,"Age: 13-19 | Gender: Female | FLUOXETINE HCL | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,0.188034188,,,,,0.25,,,0.1066666667,,,0.1961722488,,
